18.1743 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [2880, 1920]. Using actual size
81.1750 	EXP 	text: autoDraw = False
81.1750 	EXP 	text: height = 0.05
81.1750 	EXP 	text: height = 0.05
81.1750 	EXP 	text: height = 0.05
81.1750 	EXP 	text: text = 'GBP35 todayor GBP 116after100 days'
81.1750 	EXP 	fixation: autoDraw = True
82.1749 	EXP 	fixation: autoDraw = False
82.1749 	EXP 	text: autoDraw = True
82.4608 	DATA 	Keypress: t
82.4649 	EXP 	New trial (rep=0, index=45): {'reward_today': 58, 'future_reward': 96, 'delay': 93}
82.4732 	EXP 	fixation: autoDraw = False
82.4732 	EXP 	text: autoDraw = False
82.4732 	EXP 	text: height = 0.05
82.4732 	EXP 	text: height = 0.05
82.4732 	EXP 	text: height = 0.05
82.4732 	EXP 	text: text = 'GBP58 todayor GBP 96after93 days'
82.4732 	EXP 	fixation: autoDraw = True
83.3107 	DATA 	Keypress: l
83.4750 	EXP 	fixation: autoDraw = False
83.4750 	EXP 	text: autoDraw = True
84.5760 	EXP 	New trial (rep=0, index=46): {'reward_today': 72, 'future_reward': 111, 'delay': 95}
84.5818 	DATA 	Keypress: t
84.5918 	EXP 	fixation: autoDraw = False
84.5918 	EXP 	text: autoDraw = False
84.5918 	EXP 	text: height = 0.05
84.5918 	EXP 	text: height = 0.05
84.5918 	EXP 	text: height = 0.05
84.5918 	EXP 	text: text = 'GBP72 todayor GBP 111after95 days'
84.5918 	EXP 	fixation: autoDraw = True
85.5751 	EXP 	text: autoDraw = True
85.5915 	EXP 	fixation: autoDraw = False
85.7778 	EXP 	New trial (rep=0, index=47): {'reward_today': 28, 'future_reward': 127, 'delay': 70}
85.7872 	DATA 	Keypress: t
85.7914 	EXP 	fixation: autoDraw = False
85.7914 	EXP 	text: autoDraw = False
85.7914 	EXP 	text: height = 0.05
85.7914 	EXP 	text: height = 0.05
85.7914 	EXP 	text: height = 0.05
85.7914 	EXP 	text: text = 'GBP28 todayor GBP 127after70 days'
85.7914 	EXP 	fixation: autoDraw = True
86.6442 	DATA 	Keypress: l
86.8077 	EXP 	fixation: autoDraw = False
86.8077 	EXP 	text: autoDraw = True
87.6789 	DATA 	Keypress: l
87.6938 	EXP 	New trial (rep=0, index=48): {'reward_today': 67, 'future_reward': 97, 'delay': 40}
87.7090 	EXP 	fixation: autoDraw = False
87.7090 	EXP 	text: autoDraw = False
87.7090 	EXP 	text: height = 0.05
87.7090 	EXP 	text: height = 0.05
87.7090 	EXP 	text: height = 0.05
87.7090 	EXP 	text: text = 'GBP67 todayor GBP 97after40 days'
87.7090 	EXP 	fixation: autoDraw = True
88.7084 	EXP 	fixation: autoDraw = False
88.7084 	EXP 	text: autoDraw = True
88.8117 	DATA 	Keypress: l
88.8265 	EXP 	New trial (rep=0, index=49): {'reward_today': 38, 'future_reward': 125, 'delay': 85}
88.8417 	EXP 	fixation: autoDraw = False
88.8417 	EXP 	text: autoDraw = False
88.8417 	EXP 	text: height = 0.05
88.8417 	EXP 	text: height = 0.05
88.8417 	EXP 	text: height = 0.05
88.8417 	EXP 	text: text = 'GBP38 todayor GBP 125after85 days'
88.8417 	EXP 	fixation: autoDraw = True
89.8105 	DATA 	Keypress: l
89.8418 	EXP 	fixation: autoDraw = False
89.8418 	EXP 	text: autoDraw = True
90.8792 	DATA 	Keypress: t
90.8930 	EXP 	New trial (rep=0, index=50): {'reward_today': 3, 'future_reward': 93, 'delay': 78}
90.9089 	EXP 	fixation: autoDraw = False
90.9089 	EXP 	text: autoDraw = False
90.9089 	EXP 	text: height = 0.05
90.9089 	EXP 	text: height = 0.05
90.9089 	EXP 	text: height = 0.05
90.9089 	EXP 	text: text = 'GBP3 todayor GBP 93after78 days'
90.9089 	EXP 	fixation: autoDraw = True
91.9083 	EXP 	fixation: autoDraw = False
91.9083 	EXP 	text: autoDraw = True
92.1929 	EXP 	New trial (rep=0, index=51): {'reward_today': 20, 'future_reward': 121, 'delay': 40}
92.2044 	DATA 	Keypress: t
92.2083 	EXP 	fixation: autoDraw = False
92.2083 	EXP 	text: autoDraw = False
92.2083 	EXP 	text: height = 0.05
92.2083 	EXP 	text: height = 0.05
92.2083 	EXP 	text: height = 0.05
92.2083 	EXP 	text: text = 'GBP20 todayor GBP 121after40 days'
92.2083 	EXP 	fixation: autoDraw = True
93.2081 	EXP 	fixation: autoDraw = False
93.2081 	EXP 	text: autoDraw = True
93.2430 	EXP 	New trial (rep=0, index=52): {'reward_today': 80, 'future_reward': 81, 'delay': 143}
93.2493 	DATA 	Keypress: t
93.2584 	EXP 	fixation: autoDraw = False
93.2584 	EXP 	text: autoDraw = False
93.2584 	EXP 	text: height = 0.05
93.2584 	EXP 	text: height = 0.05
93.2584 	EXP 	text: height = 0.05
93.2584 	EXP 	text: text = 'GBP80 todayor GBP 81after143 days'
93.2584 	EXP 	fixation: autoDraw = True
94.2436 	DATA 	Keypress: l
94.2582 	EXP 	fixation: autoDraw = False
94.2582 	EXP 	text: autoDraw = True
95.4284 	EXP 	New trial (rep=0, index=53): {'reward_today': 49, 'future_reward': 86, 'delay': 133}
95.4370 	DATA 	Keypress: l
95.4416 	EXP 	fixation: autoDraw = False
95.4416 	EXP 	text: autoDraw = False
95.4416 	EXP 	text: height = 0.05
95.4416 	EXP 	text: height = 0.05
95.4416 	EXP 	text: height = 0.05
95.4416 	EXP 	text: text = 'GBP49 todayor GBP 86after133 days'
95.4416 	EXP 	fixation: autoDraw = True
96.4416 	EXP 	fixation: autoDraw = False
96.4416 	EXP 	text: autoDraw = True
96.5263 	EXP 	New trial (rep=0, index=54): {'reward_today': 13, 'future_reward': 87, 'delay': 84}
96.5336 	DATA 	Keypress: l
96.5417 	EXP 	fixation: autoDraw = False
96.5417 	EXP 	text: autoDraw = False
96.5417 	EXP 	text: height = 0.05
96.5417 	EXP 	text: height = 0.05
96.5417 	EXP 	text: height = 0.05
96.5417 	EXP 	text: text = 'GBP13 todayor GBP 87after84 days'
96.5417 	EXP 	fixation: autoDraw = True
97.3440 	DATA 	Keypress: t
97.5417 	EXP 	fixation: autoDraw = False
97.5417 	EXP 	text: autoDraw = True
98.4768 	EXP 	New trial (rep=0, index=55): {'reward_today': 73, 'future_reward': 111, 'delay': 127}
98.4835 	DATA 	Keypress: l
98.4916 	EXP 	fixation: autoDraw = False
98.4916 	EXP 	text: autoDraw = False
98.4916 	EXP 	text: height = 0.05
98.4916 	EXP 	text: height = 0.05
98.4916 	EXP 	text: height = 0.05
98.4916 	EXP 	text: text = 'GBP73 todayor GBP 111after127 days'
98.4916 	EXP 	fixation: autoDraw = True
99.4106 	DATA 	Keypress: t
99.4916 	EXP 	fixation: autoDraw = False
99.4916 	EXP 	text: autoDraw = True
100.2932 	EXP 	New trial (rep=0, index=56): {'reward_today': 68, 'future_reward': 128, 'delay': 83}
100.3006 	DATA 	Keypress: l
100.3082 	EXP 	fixation: autoDraw = False
100.3082 	EXP 	text: autoDraw = False
100.3082 	EXP 	text: height = 0.05
100.3082 	EXP 	text: height = 0.05
100.3082 	EXP 	text: height = 0.05
100.3082 	EXP 	text: text = 'GBP68 todayor GBP 128after83 days'
100.3082 	EXP 	fixation: autoDraw = True
100.9438 	DATA 	Keypress: l
101.3083 	EXP 	fixation: autoDraw = False
101.3083 	EXP 	text: autoDraw = True
101.8430 	EXP 	New trial (rep=0, index=57): {'reward_today': 5, 'future_reward': 104, 'delay': 148}
101.8555 	DATA 	Keypress: l
101.8736 	EXP 	fixation: autoDraw = False
101.8736 	EXP 	text: autoDraw = False
101.8736 	EXP 	text: height = 0.05
101.8736 	EXP 	text: height = 0.05
101.8736 	EXP 	text: height = 0.05
101.8736 	EXP 	text: text = 'GBP5 todayor GBP 104after148 days'
101.8736 	EXP 	fixation: autoDraw = True
102.8583 	EXP 	text: autoDraw = True
102.8751 	EXP 	fixation: autoDraw = False
102.9927 	EXP 	New trial (rep=0, index=58): {'reward_today': 58, 'future_reward': 125, 'delay': 61}
102.9987 	DATA 	Keypress: t
103.0083 	EXP 	fixation: autoDraw = False
103.0083 	EXP 	text: autoDraw = False
103.0083 	EXP 	text: height = 0.05
103.0083 	EXP 	text: height = 0.05
103.0083 	EXP 	text: height = 0.05
103.0083 	EXP 	text: text = 'GBP58 todayor GBP 125after61 days'
103.0083 	EXP 	fixation: autoDraw = True
103.9917 	EXP 	text: autoDraw = True
104.0085 	EXP 	fixation: autoDraw = False
104.0600 	EXP 	New trial (rep=0, index=59): {'reward_today': 63, 'future_reward': 103, 'delay': 147}
104.0684 	DATA 	Keypress: t
104.0748 	EXP 	fixation: autoDraw = False
104.0748 	EXP 	text: autoDraw = False
104.0748 	EXP 	text: height = 0.05
104.0748 	EXP 	text: height = 0.05
104.0748 	EXP 	text: height = 0.05
104.0748 	EXP 	text: text = 'GBP63 todayor GBP 103after147 days'
104.0748 	EXP 	fixation: autoDraw = True
104.9433 	DATA 	Keypress: l
105.0749 	EXP 	fixation: autoDraw = False
105.0749 	EXP 	text: autoDraw = True
105.9765 	EXP 	New trial (rep=0, index=60): {'reward_today': 26, 'future_reward': 91, 'delay': 109}
105.9829 	DATA 	Keypress: l
105.9915 	EXP 	fixation: autoDraw = False
105.9915 	EXP 	text: autoDraw = False
105.9915 	EXP 	text: height = 0.05
105.9915 	EXP 	text: height = 0.05
105.9915 	EXP 	text: height = 0.05
105.9915 	EXP 	text: text = 'GBP26 todayor GBP 91after109 days'
105.9915 	EXP 	fixation: autoDraw = True
106.9920 	EXP 	fixation: autoDraw = False
106.9920 	EXP 	text: autoDraw = True
107.1096 	EXP 	New trial (rep=0, index=61): {'reward_today': 65, 'future_reward': 99, 'delay': 129}
107.1179 	DATA 	Keypress: t
107.1248 	EXP 	fixation: autoDraw = False
107.1248 	EXP 	text: autoDraw = False
107.1248 	EXP 	text: height = 0.05
107.1248 	EXP 	text: height = 0.05
107.1248 	EXP 	text: height = 0.05
107.1248 	EXP 	text: text = 'GBP65 todayor GBP 99after129 days'
107.1248 	EXP 	fixation: autoDraw = True
108.1084 	EXP 	text: autoDraw = True
108.1250 	EXP 	fixation: autoDraw = False
108.1944 	EXP 	New trial (rep=0, index=62): {'reward_today': 11, 'future_reward': 30, 'delay': 7}
108.2065 	DATA 	Keypress: t
108.2091 	EXP 	fixation: autoDraw = False
108.2091 	EXP 	text: autoDraw = False
108.2091 	EXP 	text: height = 0.05
108.2091 	EXP 	text: height = 0.05
108.2091 	EXP 	text: height = 0.05
108.2091 	EXP 	text: text = 'GBP11 todayor GBP 30after7 days'
108.2091 	EXP 	fixation: autoDraw = True
109.1953 	DATA 	Keypress: t
109.2085 	EXP 	fixation: autoDraw = False
109.2085 	EXP 	text: autoDraw = True
110.3097 	EXP 	New trial (rep=0, index=63): {'reward_today': 53, 'future_reward': 100, 'delay': 81}
110.3164 	DATA 	Keypress: l
110.3247 	EXP 	fixation: autoDraw = False
110.3247 	EXP 	text: autoDraw = False
110.3247 	EXP 	text: height = 0.05
110.3247 	EXP 	text: height = 0.05
110.3247 	EXP 	text: height = 0.05
110.3247 	EXP 	text: text = 'GBP53 todayor GBP 100after81 days'
110.3247 	EXP 	fixation: autoDraw = True
111.3085 	EXP 	text: autoDraw = True
111.3247 	EXP 	fixation: autoDraw = False
111.6937 	EXP 	New trial (rep=0, index=64): {'reward_today': 36, 'future_reward': 105, 'delay': 67}
111.7028 	DATA 	Keypress: l
111.7081 	EXP 	fixation: autoDraw = False
111.7081 	EXP 	text: autoDraw = False
111.7081 	EXP 	text: height = 0.05
111.7081 	EXP 	text: height = 0.05
111.7081 	EXP 	text: height = 0.05
111.7081 	EXP 	text: text = 'GBP36 todayor GBP 105after67 days'
111.7081 	EXP 	fixation: autoDraw = True
112.7083 	EXP 	fixation: autoDraw = False
112.7083 	EXP 	text: autoDraw = True
112.7433 	EXP 	New trial (rep=0, index=65): {'reward_today': 80, 'future_reward': 82, 'delay': 143}
112.7501 	DATA 	Keypress: l
112.7585 	EXP 	fixation: autoDraw = False
112.7585 	EXP 	text: autoDraw = False
112.7585 	EXP 	text: height = 0.05
112.7585 	EXP 	text: height = 0.05
112.7585 	EXP 	text: height = 0.05
112.7585 	EXP 	text: text = 'GBP80 todayor GBP 82after143 days'
112.7585 	EXP 	fixation: autoDraw = True
113.7584 	EXP 	fixation: autoDraw = False
113.7584 	EXP 	text: autoDraw = True
113.9768 	EXP 	New trial (rep=0, index=66): {'reward_today': 2, 'future_reward': 110, 'delay': 106}
113.9839 	DATA 	Keypress: l
113.9917 	EXP 	fixation: autoDraw = False
113.9917 	EXP 	text: autoDraw = False
113.9917 	EXP 	text: height = 0.05
113.9917 	EXP 	text: height = 0.05
113.9917 	EXP 	text: height = 0.05
113.9917 	EXP 	text: text = 'GBP2 todayor GBP 110after106 days'
113.9917 	EXP 	fixation: autoDraw = True
114.9917 	EXP 	fixation: autoDraw = False
114.9917 	EXP 	text: autoDraw = True
114.9951 	DATA 	Keypress: l
116.3441 	EXP 	New trial (rep=0, index=67): {'reward_today': 55, 'future_reward': 112, 'delay': 131}
116.3532 	DATA 	Keypress: l
116.3582 	EXP 	fixation: autoDraw = False
116.3582 	EXP 	text: autoDraw = False
116.3582 	EXP 	text: height = 0.05
116.3582 	EXP 	text: height = 0.05
116.3582 	EXP 	text: height = 0.05
116.3582 	EXP 	text: text = 'GBP55 todayor GBP 112after131 days'
116.3582 	EXP 	fixation: autoDraw = True
117.3584 	EXP 	fixation: autoDraw = False
117.3584 	EXP 	text: autoDraw = True
117.5606 	EXP 	New trial (rep=0, index=68): {'reward_today': 24, 'future_reward': 111, 'delay': 82}
117.5669 	DATA 	Keypress: t
117.5749 	EXP 	fixation: autoDraw = False
117.5749 	EXP 	text: autoDraw = False
117.5749 	EXP 	text: height = 0.05
117.5749 	EXP 	text: height = 0.05
117.5749 	EXP 	text: height = 0.05
117.5749 	EXP 	text: text = 'GBP24 todayor GBP 111after82 days'
117.5749 	EXP 	fixation: autoDraw = True
118.5748 	EXP 	fixation: autoDraw = False
118.5748 	EXP 	text: autoDraw = True
118.8092 	EXP 	New trial (rep=0, index=69): {'reward_today': 77, 'future_reward': 100, 'delay': 143}
118.8152 	DATA 	Keypress: t
118.8249 	EXP 	fixation: autoDraw = False
118.8249 	EXP 	text: autoDraw = False
118.8249 	EXP 	text: height = 0.05
118.8249 	EXP 	text: height = 0.05
118.8249 	EXP 	text: height = 0.05
118.8249 	EXP 	text: text = 'GBP77 todayor GBP 100after143 days'
118.8249 	EXP 	fixation: autoDraw = True
119.8086 	EXP 	text: autoDraw = True
119.8250 	EXP 	fixation: autoDraw = False
120.1428 	EXP 	New trial (rep=0, index=70): {'reward_today': 24, 'future_reward': 99, 'delay': 63}
120.1489 	DATA 	Keypress: l
120.1582 	EXP 	fixation: autoDraw = False
120.1582 	EXP 	text: autoDraw = False
120.1582 	EXP 	text: height = 0.05
120.1582 	EXP 	text: height = 0.05
120.1582 	EXP 	text: height = 0.05
120.1582 	EXP 	text: text = 'GBP24 todayor GBP 99after63 days'
120.1582 	EXP 	fixation: autoDraw = True
121.1418 	EXP 	text: autoDraw = True
121.1584 	EXP 	fixation: autoDraw = False
121.3929 	EXP 	New trial (rep=0, index=71): {'reward_today': 5, 'future_reward': 109, 'delay': 99}
121.3993 	DATA 	Keypress: l
121.4083 	EXP 	fixation: autoDraw = False
121.4083 	EXP 	text: autoDraw = False
121.4083 	EXP 	text: height = 0.05
121.4083 	EXP 	text: height = 0.05
121.4083 	EXP 	text: height = 0.05
121.4083 	EXP 	text: text = 'GBP5 todayor GBP 109after99 days'
121.4083 	EXP 	fixation: autoDraw = True
122.4084 	EXP 	fixation: autoDraw = False
122.4084 	EXP 	text: autoDraw = True
122.5435 	EXP 	New trial (rep=0, index=72): {'reward_today': 30, 'future_reward': 101, 'delay': 68}
122.5533 	DATA 	Keypress: l
122.5584 	EXP 	fixation: autoDraw = False
122.5584 	EXP 	text: autoDraw = False
122.5584 	EXP 	text: height = 0.05
122.5584 	EXP 	text: height = 0.05
122.5584 	EXP 	text: height = 0.05
122.5584 	EXP 	text: text = 'GBP30 todayor GBP 101after68 days'
122.5584 	EXP 	fixation: autoDraw = True
123.5584 	EXP 	fixation: autoDraw = False
123.5584 	EXP 	text: autoDraw = True
123.9266 	EXP 	New trial (rep=0, index=73): {'reward_today': 29, 'future_reward': 98, 'delay': 40}
123.9346 	DATA 	Keypress: l
123.9417 	EXP 	fixation: autoDraw = False
123.9417 	EXP 	text: autoDraw = False
123.9417 	EXP 	text: height = 0.05
123.9417 	EXP 	text: height = 0.05
123.9417 	EXP 	text: height = 0.05
123.9417 	EXP 	text: text = 'GBP29 todayor GBP 98after40 days'
123.9417 	EXP 	fixation: autoDraw = True
124.9418 	EXP 	fixation: autoDraw = False
124.9418 	EXP 	text: autoDraw = True
125.2932 	EXP 	New trial (rep=0, index=74): {'reward_today': 2, 'future_reward': 106, 'delay': 85}
125.3021 	DATA 	Keypress: t
125.3081 	EXP 	fixation: autoDraw = False
125.3081 	EXP 	text: autoDraw = False
125.3081 	EXP 	text: height = 0.05
125.3081 	EXP 	text: height = 0.05
125.3081 	EXP 	text: height = 0.05
125.3081 	EXP 	text: text = 'GBP2 todayor GBP 106after85 days'
125.3081 	EXP 	fixation: autoDraw = True
126.3082 	EXP 	fixation: autoDraw = False
126.3082 	EXP 	text: autoDraw = True
126.6111 	DATA 	Keypress: t
126.6270 	EXP 	New trial (rep=0, index=75): {'reward_today': 59, 'future_reward': 115, 'delay': 120}
126.6417 	EXP 	fixation: autoDraw = False
126.6417 	EXP 	text: autoDraw = False
126.6417 	EXP 	text: height = 0.05
126.6417 	EXP 	text: height = 0.05
126.6417 	EXP 	text: height = 0.05
126.6417 	EXP 	text: text = 'GBP59 todayor GBP 115after120 days'
126.6417 	EXP 	fixation: autoDraw = True
127.6416 	EXP 	fixation: autoDraw = False
127.6416 	EXP 	text: autoDraw = True
127.8261 	EXP 	New trial (rep=0, index=76): {'reward_today': 22, 'future_reward': 107, 'delay': 119}
127.8328 	DATA 	Keypress: t
127.8419 	EXP 	fixation: autoDraw = False
127.8419 	EXP 	text: autoDraw = False
127.8419 	EXP 	text: height = 0.05
127.8419 	EXP 	text: height = 0.05
127.8419 	EXP 	text: height = 0.05
127.8419 	EXP 	text: text = 'GBP22 todayor GBP 107after119 days'
127.8419 	EXP 	fixation: autoDraw = True
128.8250 	EXP 	text: autoDraw = True
128.8417 	EXP 	fixation: autoDraw = False
128.9596 	EXP 	New trial (rep=0, index=77): {'reward_today': 4, 'future_reward': 121, 'delay': 124}
128.9668 	DATA 	Keypress: t
128.9748 	EXP 	fixation: autoDraw = False
128.9748 	EXP 	text: autoDraw = False
128.9748 	EXP 	text: height = 0.05
128.9748 	EXP 	text: height = 0.05
128.9748 	EXP 	text: height = 0.05
128.9748 	EXP 	text: text = 'GBP4 todayor GBP 121after124 days'
128.9748 	EXP 	fixation: autoDraw = True
129.9763 	EXP 	fixation: autoDraw = False
129.9763 	EXP 	text: autoDraw = True
130.3465 	DATA 	Keypress: l
130.3609 	EXP 	New trial (rep=0, index=78): {'reward_today': 20, 'future_reward': 110, 'delay': 130}
130.3751 	EXP 	fixation: autoDraw = False
130.3751 	EXP 	text: autoDraw = False
130.3751 	EXP 	text: height = 0.05
130.3751 	EXP 	text: height = 0.05
130.3751 	EXP 	text: height = 0.05
130.3751 	EXP 	text: text = 'GBP20 todayor GBP 110after130 days'
130.3751 	EXP 	fixation: autoDraw = True
131.3751 	EXP 	fixation: autoDraw = False
131.3751 	EXP 	text: autoDraw = True
131.4431 	EXP 	New trial (rep=0, index=79): {'reward_today': 40, 'future_reward': 117, 'delay': 125}
131.4500 	DATA 	Keypress: l
131.4584 	EXP 	fixation: autoDraw = False
131.4584 	EXP 	text: autoDraw = False
131.4584 	EXP 	text: height = 0.05
131.4584 	EXP 	text: height = 0.05
131.4584 	EXP 	text: height = 0.05
131.4584 	EXP 	text: text = 'GBP40 todayor GBP 117after125 days'
131.4584 	EXP 	fixation: autoDraw = True
132.4583 	EXP 	fixation: autoDraw = False
132.4583 	EXP 	text: autoDraw = True
132.8116 	DATA 	Keypress: t
132.8262 	EXP 	New trial (rep=0, index=80): {'reward_today': 63, 'future_reward': 94, 'delay': 89}
132.8417 	EXP 	fixation: autoDraw = False
132.8417 	EXP 	text: autoDraw = False
132.8417 	EXP 	text: height = 0.05
132.8417 	EXP 	text: height = 0.05
132.8417 	EXP 	text: height = 0.05
132.8417 	EXP 	text: text = 'GBP63 todayor GBP 94after89 days'
132.8417 	EXP 	fixation: autoDraw = True
133.8251 	EXP 	text: autoDraw = True
133.8421 	EXP 	fixation: autoDraw = False
133.8595 	EXP 	New trial (rep=0, index=81): {'reward_today': 38, 'future_reward': 90, 'delay': 72}
133.8656 	DATA 	Keypress: t
133.8751 	EXP 	fixation: autoDraw = False
133.8751 	EXP 	text: autoDraw = False
133.8751 	EXP 	text: height = 0.05
133.8751 	EXP 	text: height = 0.05
133.8751 	EXP 	text: height = 0.05
133.8751 	EXP 	text: text = 'GBP38 todayor GBP 90after72 days'
133.8751 	EXP 	fixation: autoDraw = True
134.8584 	EXP 	text: autoDraw = True
134.8629 	DATA 	Keypress: t
134.8749 	EXP 	fixation: autoDraw = False
135.8436 	EXP 	New trial (rep=0, index=82): {'reward_today': 7, 'future_reward': 99, 'delay': 40}
135.8554 	DATA 	Keypress: t
135.8585 	EXP 	fixation: autoDraw = False
135.8585 	EXP 	text: autoDraw = False
135.8585 	EXP 	text: height = 0.05
135.8585 	EXP 	text: height = 0.05
135.8585 	EXP 	text: height = 0.05
135.8585 	EXP 	text: text = 'GBP7 todayor GBP 99after40 days'
135.8585 	EXP 	fixation: autoDraw = True
136.8584 	EXP 	fixation: autoDraw = False
136.8584 	EXP 	text: autoDraw = True
137.1938 	EXP 	New trial (rep=0, index=83): {'reward_today': 28, 'future_reward': 86, 'delay': 67}
137.2057 	DATA 	Keypress: l
137.2084 	EXP 	fixation: autoDraw = False
137.2084 	EXP 	text: autoDraw = False
137.2084 	EXP 	text: height = 0.05
137.2084 	EXP 	text: height = 0.05
137.2084 	EXP 	text: height = 0.05
137.2084 	EXP 	text: text = 'GBP28 todayor GBP 86after67 days'
137.2084 	EXP 	fixation: autoDraw = True
138.1107 	DATA 	Keypress: l
138.2086 	EXP 	fixation: autoDraw = False
138.2086 	EXP 	text: autoDraw = True
139.2118 	DATA 	Keypress: t
139.2262 	EXP 	New trial (rep=0, index=84): {'reward_today': 8, 'future_reward': 99, 'delay': 103}
139.2417 	EXP 	fixation: autoDraw = False
139.2417 	EXP 	text: autoDraw = False
139.2417 	EXP 	text: height = 0.05
139.2417 	EXP 	text: height = 0.05
139.2417 	EXP 	text: height = 0.05
139.2417 	EXP 	text: text = 'GBP8 todayor GBP 99after103 days'
139.2417 	EXP 	fixation: autoDraw = True
140.2252 	EXP 	text: autoDraw = True
140.2419 	EXP 	fixation: autoDraw = False
140.6267 	EXP 	New trial (rep=0, index=85): {'reward_today': 36, 'future_reward': 126, 'delay': 47}
140.6376 	DATA 	Keypress: t
140.6415 	EXP 	fixation: autoDraw = False
140.6415 	EXP 	text: autoDraw = False
140.6415 	EXP 	text: height = 0.05
140.6415 	EXP 	text: height = 0.05
140.6415 	EXP 	text: height = 0.05
140.6415 	EXP 	text: text = 'GBP36 todayor GBP 126after47 days'
140.6415 	EXP 	fixation: autoDraw = True
141.6418 	EXP 	fixation: autoDraw = False
141.6418 	EXP 	text: autoDraw = True
141.7938 	EXP 	New trial (rep=0, index=86): {'reward_today': 60, 'future_reward': 89, 'delay': 93}
141.8020 	DATA 	Keypress: t
141.8046 	EXP 	fixation: autoDraw = False
141.8046 	EXP 	text: autoDraw = False
141.8046 	EXP 	text: height = 0.05
141.8046 	EXP 	text: height = 0.05
141.8046 	EXP 	text: height = 0.05
141.8046 	EXP 	text: text = 'GBP60 todayor GBP 89after93 days'
141.8046 	EXP 	fixation: autoDraw = True
142.8085 	EXP 	fixation: autoDraw = False
142.8085 	EXP 	text: autoDraw = True
143.0597 	EXP 	New trial (rep=0, index=87): {'reward_today': 61, 'future_reward': 100, 'delay': 77}
143.0690 	DATA 	Keypress: t
143.0750 	EXP 	fixation: autoDraw = False
143.0750 	EXP 	text: autoDraw = False
143.0750 	EXP 	text: height = 0.05
143.0750 	EXP 	text: height = 0.05
143.0750 	EXP 	text: height = 0.05
143.0750 	EXP 	text: text = 'GBP61 todayor GBP 100after77 days'
143.0750 	EXP 	fixation: autoDraw = True
144.0750 	EXP 	fixation: autoDraw = False
144.0750 	EXP 	text: autoDraw = True
144.2271 	DATA 	Keypress: t
144.2444 	EXP 	New trial (rep=0, index=88): {'reward_today': 17, 'future_reward': 117, 'delay': 142}
144.2583 	EXP 	fixation: autoDraw = False
144.2583 	EXP 	text: autoDraw = False
144.2583 	EXP 	text: height = 0.05
144.2583 	EXP 	text: height = 0.05
144.2583 	EXP 	text: height = 0.05
144.2583 	EXP 	text: text = 'GBP17 todayor GBP 117after142 days'
144.2583 	EXP 	fixation: autoDraw = True
145.0942 	DATA 	Keypress: l
145.2584 	EXP 	fixation: autoDraw = False
145.2584 	EXP 	text: autoDraw = True
145.7455 	DATA 	Keypress: l
145.7602 	EXP 	New trial (rep=0, index=89): {'reward_today': 58, 'future_reward': 86, 'delay': 95}
145.7751 	EXP 	fixation: autoDraw = False
145.7751 	EXP 	text: autoDraw = False
145.7751 	EXP 	text: height = 0.05
145.7751 	EXP 	text: height = 0.05
145.7751 	EXP 	text: height = 0.05
145.7751 	EXP 	text: text = 'GBP58 todayor GBP 86after95 days'
145.7751 	EXP 	fixation: autoDraw = True
146.7431 	DATA 	Keypress: t
146.7751 	EXP 	fixation: autoDraw = False
146.7751 	EXP 	text: autoDraw = True
147.3433 	EXP 	New trial (rep=0, index=90): {'reward_today': 15, 'future_reward': 107, 'delay': 59}
147.3519 	DATA 	Keypress: t
147.3584 	EXP 	fixation: autoDraw = False
147.3584 	EXP 	text: autoDraw = False
147.3584 	EXP 	text: height = 0.05
147.3584 	EXP 	text: height = 0.05
147.3584 	EXP 	text: height = 0.05
147.3584 	EXP 	text: text = 'GBP15 todayor GBP 107after59 days'
147.3584 	EXP 	fixation: autoDraw = True
148.3584 	EXP 	fixation: autoDraw = False
148.3584 	EXP 	text: autoDraw = True
148.7275 	EXP 	New trial (rep=0, index=91): {'reward_today': 28, 'future_reward': 104, 'delay': 42}
148.7424 	DATA 	Keypress: t
148.7453 	EXP 	fixation: autoDraw = False
148.7453 	EXP 	text: autoDraw = False
148.7453 	EXP 	text: height = 0.05
148.7453 	EXP 	text: height = 0.05
148.7453 	EXP 	text: height = 0.05
148.7453 	EXP 	text: text = 'GBP28 todayor GBP 104after42 days'
148.7453 	EXP 	fixation: autoDraw = True
149.7483 	EXP 	text: autoDraw = True
149.7584 	EXP 	fixation: autoDraw = False
150.1606 	DATA 	Keypress: t
150.1774 	EXP 	New trial (rep=0, index=92): {'reward_today': 35, 'future_reward': 119, 'delay': 44}
150.1919 	EXP 	fixation: autoDraw = False
150.1919 	EXP 	text: autoDraw = False
150.1919 	EXP 	text: height = 0.05
150.1919 	EXP 	text: height = 0.05
150.1919 	EXP 	text: height = 0.05
150.1919 	EXP 	text: text = 'GBP35 todayor GBP 119after44 days'
150.1919 	EXP 	fixation: autoDraw = True
151.1918 	EXP 	fixation: autoDraw = False
151.1918 	EXP 	text: autoDraw = True
151.5936 	EXP 	New trial (rep=0, index=93): {'reward_today': 15, 'future_reward': 129, 'delay': 109}
151.6035 	DATA 	Keypress: t
151.6084 	EXP 	fixation: autoDraw = False
151.6084 	EXP 	text: autoDraw = False
151.6084 	EXP 	text: height = 0.05
151.6084 	EXP 	text: height = 0.05
